index,link_id,src_lat,src_long,des_lat,des_long
439,992143-991050,22.45384584,114.0496926,22.45384584,114.0496926
440,992144-992164,22.45363325,114.0496831,22.44914683,114.0480249
441,992145-992146,22.45369605,114.0495842,22.44671404,114.0492319
442,992146-992147,22.44671404,114.0492319,22.44654463,114.0492993
443,992147-991051,22.44654463,114.0492993,22.44637523,114.0493666
444,992148-992149,22.44620618,114.049435,22.44044516,114.0542797
445,992149-992150,22.44044516,114.0542797,22.44032847,114.054428
446,992150-991052,22.44032847,114.054428,22.44021206,114.0545765
447,992151-992152,22.44009823,114.0547274,22.43595614,114.0600145
448,992152-992153,22.43595614,114.0600145,22.43582219,114.0601448
449,992153-991053,22.43582219,114.0601448,22.43582219,114.0601448
450,992154-992155,22.43568516,114.0602713,22.42334671,114.0643132
451,992155-992156,22.42334671,114.0643132,22.42316612,114.0643149
452,992156-991054,22.42316612,114.0643149,22.42316612,114.0643149
453,992157-992158,22.42298552,114.0643133,22.41325585,114.0624528
454,992158-992159,22.41325585,114.0624528,22.4130958,114.0623628
455,992159-991055,22.4130958,114.0623628,22.4130958,114.0623628
456,992160-993022,22.41293784,114.0622686,22.40828527,114.060029
457,992161-992162,22.37444015,114.0690353,22.37433073,114.0691898
458,992162-991056,22.37433073,114.0691898,22.37433073,114.0691898
459,992163-993024,22.37422093,114.069344,22.37130771,114.0739548
460,992164-992165,22.44914683,114.0480249,22.44905318,114.0478589
461,992165-991057,22.44905318,114.0478589,22.44897603,114.0476835
462,992166-992167,22.44891064,114.0475026,22.44670421,114.0401785
463,992167-992168,22.44670421,114.0401785,22.44655116,114.0400756
464,992168-991058,22.44655116,114.0400756,22.44639085,114.0399861
465,992169-992170,22.44622747,114.0399033,22.43639912,114.035966
466,992170-992171,22.43639912,114.035966,22.43627748,114.0358224
467,992171-991059,22.43627748,114.0358224,22.43627748,114.0358224
468,992172-992173,22.43615585,114.0356788,22.43424793,114.0280403
469,992173-992174,22.43424793,114.0280403,22.43428244,114.0278496
470,992174-991060,22.43428244,114.0278496,22.43431511,114.0276586
471,992175-992176,22.43434815,114.0274676,22.43700265,114.0168554
472,992176-992177,22.43700265,114.0168554,22.43708672,114.0166834
473,992177-991061,22.43708672,114.0166834,22.43717079,114.0165115
474,992178-992179,22.43724673,114.0163352,22.43691337,114.0084025
475,992179-992180,22.43691337,114.0084025,22.43685529,114.0082185
476,992180-991062,22.43685529,114.0082185,22.43679707,114.0080346
477,992181-992182,22.43673888,114.0078507,22.43148145,114.0024674
478,992182-992183,22.43148145,114.0024674,22.43131013,114.0024059
479,992183-991063,22.43131013,114.0024059,22.43113939,114.0023426
480,992184-992185,22.43096866,114.0022792,22.42346823,113.9957431
481,992185-992186,22.42346823,113.9957431,22.42336272,113.9955855
482,992186-991064,22.42336272,113.9955855,22.42325391,113.9954304
483,992187-992188,22.42314349,113.9952767,22.415547,113.9870902
484,992188-992189,22.415547,113.9870902,22.41551511,113.986899
485,992189-991065,22.41551511,113.986899,22.41548868,113.9867069
486,992190-992191,22.41546577,113.9865142,22.4126682,113.9798533
487,992191-992192,22.4126682,113.9798533,22.41249389,113.9798025
488,992192-991066,22.41249389,113.9798025,22.41231949,113.979752
489,992193-992194,22.41214526,113.9797008,22.40143039,113.9773015
490,992194-992195,22.40143039,113.9773015,22.40125301,113.977265
491,992195-991067,22.40125301,113.977265,22.40107554,113.9772291
492,992196-993025,22.40089813,113.9771927,22.39687861,113.9764428
493,992197-992198,22.39505101,113.9766175,22.39487639,113.9766671
494,992198-991068,22.39487639,113.9766671,22.39487639,113.9766671
495,992199-992200,22.39470169,113.9767164,22.39051913,113.9779012
496,992200-992201,22.39051913,113.9779012,22.3903442,113.9779496
497,992201-991069,22.3903442,113.9779496,22.3903442,113.9779496
498,992202-992203,22.39016945,113.9779986,22.38240757,113.9813261
499,992203-992204,22.38240757,113.9813261,22.38227287,113.9814554
500,992204-991070,22.38227287,113.9814554,22.38227287,113.9814554
501,992205-992206,22.38213732,113.9815838,22.37523941,113.9908882
502,992206-992207,22.37523941,113.9908882,22.3752899,113.9910746
503,992207-991071,22.3752899,113.9910746,22.3752899,113.9910746
504,992208-992209,22.37534346,113.99126,22.37298395,113.9981438
505,992209-992210,22.37298395,113.9981438,22.37282653,113.998239
506,992210-991072,22.37282653,113.998239,22.37282653,113.998239
507,992211-992212,22.372667,113.9983301,22.36742842,114.0066063
508,992212-992213,22.36742842,114.0066063,22.36738613,114.006795
509,992213-991073,22.36738613,114.006795,22.36738613,114.006795
510,992214-992215,22.367332,114.0069803,22.3645853,114.0140871
511,992215-992216,22.3645853,114.0140871,22.36443035,114.0141868
512,992216-991074,22.36443035,114.0141868,22.364275,114.0142859
513,992217-992218,22.36411893,114.0143836,22.35870525,114.0188926
514,992218-992219,22.35870525,114.0188926,22.35856569,114.0190159
515,992219-991075,22.35856569,114.0190159,22.35842826,114.0191418
516,992220-992221,22.35830399,114.0192827,22.35600085,114.0268767
517,992221-992222,22.35600085,114.0268767,22.35600974,114.0270706
518,992222-991076,22.35600974,114.0270706,22.35602455,114.0272641
519,992223-992224,22.35604093,114.0274575,22.36216891,114.0385489
520,992224-992225,22.36216891,114.0385489,22.36226972,114.03871
521,992225-991077,22.36226972,114.03871,22.36226972,114.03871
522,992226-992227,22.36237066,114.038871,22.3667438,114.0535269
523,992227-992228,22.3667438,114.0535269,22.36680491,114.0537096
524,992228-991078,22.36680491,114.0537096,22.36685961,114.0538947
525,992229-992230,22.36691002,114.0540811,22.36679288,114.0655788
526,992230-992231,22.36679288,114.0655788,22.36669521,114.0657421
527,992231-991079,22.36669521,114.0657421,22.36660266,114.0659086
528,992232-992233,22.36652117,114.0660819,22.37171667,114.0751236
529,992233-992234,22.37171667,114.0751236,22.37173181,114.0753169
530,992234-991080,22.37173181,114.0753169,22.37173181,114.0753169
531,992235-992236,22.37172698,114.0755108,22.36982107,114.0847001
532,992236-992237,22.36982107,114.0847001,22.36976631,114.0848851
533,992237-991081,22.36976631,114.0848851,22.36971231,114.0850704
534,992238-992239,22.36965831,114.0852557,22.37040793,114.0937478
535,992239-992240,22.37040793,114.0937478,22.37029149,114.0938962
536,992240-991082,22.37029149,114.0938962,22.37029149,114.0938962
537,992241-993026,22.37017543,114.094045,22.37283271,114.0988536
538,992242-992243,22.37227789,114.1068556,22.37214936,114.106992
539,992243-991083,22.37214936,114.106992,22.37202083,114.1071284
540,992244-992245,22.39405267,113.9780611,22.39388697,113.9781383
541,992245-991084,22.39388697,113.9781383,22.39372266,113.9782188
542,992246-992247,22.39355944,113.978302,22.3857068,113.9810714
543,992247-991085,22.3857068,113.9810714,22.38552656,113.9810599
544,992248-992249,22.38534753,113.9810343,22.38517025,113.9809977
545,992249-992250,22.38517025,113.9809977,22.37810573,113.9823186
546,992250-992251,22.37810573,113.9823186,22.37807552,113.9825101
547,992251-991086,22.37807552,113.9825101,22.37807552,113.9825101
548,992252-992253,22.37805402,113.9827029,22.37312189,113.9927788
549,992253-991087,22.37312189,113.9927788,22.37312189,113.9927788
550,992254-992255,22.37297229,113.9928875,22.37281937,113.9929908
551,992255-992256,22.37281937,113.9929908,22.36789146,114.0000444
552,992256-992257,22.36789146,114.0000444,22.36780796,114.0002166
553,992257-991088,22.36780796,114.0002166,22.36772027,114.0003863
554,992258-992259,22.36762446,114.0005508,22.36643325,114.0095593
555,992259-992260,22.36643325,114.0095593,22.366415,114.0097525
556,992260-991089,22.366415,114.0097525,22.36639535,114.0099456
557,992261-992262,22.36637609,114.0101386,22.35696163,114.0199017
558,992262-992263,22.35696163,114.0199017,22.35688884,114.0200794
559,992263-991090,22.35688884,114.0200794,22.35688884,114.0200794
560,992264-992265,22.35682169,114.0202596,22.35624939,114.0319458
561,992265-992266,22.35624939,114.0319458,22.35630816,114.0321294
562,992266-991091,22.35630816,114.0321294,22.35637003,114.0323118
563,992267-992268,22.35643483,114.032493,22.36051169,114.0417832
564,992268-992269,22.36051169,114.0417832,22.36058926,114.0419586
565,992269-991092,22.36058926,114.0419586,22.36066625,114.0421343
566,992270-992271,22.36074038,114.0423113,22.36561103,114.0571356
567,992271-992272,22.36561103,114.0571356,22.3656896,114.0573104
568,992272-991093,22.3656896,114.0573104,22.36577551,114.0574811
569,992273-992274,22.36586544,114.0576495,22.36764168,114.0599558
570,992274-992275,22.36764168,114.0599558,22.36771142,114.0601344
571,992275-991094,22.36771142,114.0601344,22.36774857,114.0603244
572,992276-992277,22.36777352,114.0605167,22.36436898,114.069299
573,992277-992278,22.36436898,114.069299,22.36448755,114.0694455
574,992278-991095,22.36448755,114.0694455,22.36460579,114.0695923
575,992279-992280,22.36472224,114.0697406,22.37051083,114.079716
576,992280-992281,22.37051083,114.079716,22.37055613,114.079904
577,992281-991096,22.37055613,114.079904,22.37058104,114.0800962
578,992282-992283,22.37058674,114.08029,22.36755356,114.0899214
579,992283-992284,22.36755356,114.0899214,22.36754474,114.0901154
580,992284-991097,22.36754474,114.0901154,22.36754474,114.0901154
581,992285-992286,22.36753708,114.0903094,22.36913119,114.0994541
582,992286-992287,22.36913119,114.0994541,22.3692446,114.0996053
583,992287-991098,22.3692446,114.0996053,22.36913119,114.0994541
584,993001-992008,22.41303148,114.2127507,22.4062501,114.2098262
585,993001-992014,22.41303148,114.2127507,22.40973314,114.213529
586,993002-992032,22.38661565,114.2111638,22.38028687,114.2102812
587,993002-992076,22.38661565,114.2111638,22.38055822,114.2077563
588,993003-993004,22.37612389,114.2132322,22.34156747,114.2045567
589,993004-992038,22.34156747,114.2045567,22.34058668,114.2039544
590,993005-992049,22.39388625,114.1992767,22.3888974,114.193382
591,993005-992058,22.39388625,114.1992767,22.39189997,114.1987741
592,993006-992055,22.38271471,114.1880524,22.3810309,114.1867477
593,993007-992128,22.38029213,114.1862951,22.37993929,114.1772421
594,993007-993008,22.38029213,114.1862951,22.38002041,114.1861844
595,993008-992091,22.38002041,114.1861844,22.37628682,114.1872605
596,993008-992117,22.38002041,114.1861844,22.37705589,114.1784466
597,993009-992073,22.3826644,114.1919995,22.38378122,114.1906921
598,993010-992079,22.37800539,114.2036767,22.37779171,114.2032469
599,993010-992080,22.37800539,114.2036767,22.37785401,114.2032221
600,993011-992067,22.37487655,114.1970166,22.3741253,114.1945964
601,993012-992088,22.37110446,114.178785,22.36992758,114.1765736
602,993013-992123,22.36741183,114.17167,22.36733076,114.1715641
603,993014-992109,22.36172859,114.1778692,22.36026301,114.1763225
604,993015-992115,22.35681652,114.1732483,22.34644418,114.1814628
605,993016-992116,22.34644418,114.1814628,22.34613592,114.1815205
606,993017-993018,22.35793535,114.162838,22.34630821,114.1476543
607,993018-992126,22.34630821,114.1476543,22.34400596,114.1449664
608,993019-993020,22.38049419,114.165826,22.37886333,114.1410305
609,993020-992137,22.37886333,114.1410305,22.38037848,114.1394766
610,993021-992140,22.45437944,114.0501606,22.45394459,114.0498799
611,993021-992141,22.45437944,114.0501606,22.45399361,114.0498044
612,993022-993023,22.40828527,114.060029,22.37559805,114.0673956
613,993023-992161,22.37559805,114.0673956,22.37444015,114.0690353
614,993025-992197,22.39687861,113.9764428,22.39505101,113.9766175
615,993025-992244,22.39687861,113.9764428,22.39405267,113.9780611
616,993026-992242,22.37283271,114.0988536,22.37227789,114.1068556
